provider,name,stock,price,link
Amazon,Nintendo Consola Switch Neon 32GB Version 1.1 - St,No Stock,Ver Sitio,https://www.amazon.com.mx/Nintendo-Consola-Switch-Neon-Version/dp/B07VGRJDFY/ref=sr_1_1?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=20TS7NKHVQXIB&dchild=1&keywords=nintendo+switch&qid=1628679494&sprefix=Nintendo+Switch%2Caps%2C286&sr=8-1
Amazon,Nintendo Consola Switch Gris 32GB Version 1.1 - St,Hay Stock,"$7,549.00",https://www.amazon.com.mx/Nintendo-Consola-Switch-Gris-Version/dp/B07VJRZ62R/ref=sr_1_2?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=20TS7NKHVQXIB&dchild=1&keywords=nintendo+switch&qid=1628679494&sprefix=Nintendo+Switch%2Caps%2C286&sr=8-2
