provider,name,stock,price,link
CyberPuerta,"Tarjeta de Video EVGA NVIDIA GeForce RTX 3080 FTW3 ULTRA Gaming, 10GB 320-bit GDDR6X, PCI Express x16 4.0",No Stock,"$32,079.00",https://www.cyberpuerta.mx/Computo-Hardware/Componentes/Tarjetas-de-Video/Tarjeta-de-Video-EVGA-NVIDIA-GeForce-RTX-3080-FTW3-ULTRA-Gaming-10GB-320-bit-GDDR6X-PCI-Express-x16-4-0.html
CyberPuerta,"Tarjeta de Video Zotac NVIDIA GeForce RTX 3080 Trinity LHR, 10GB 320-BIt GDDR6X, PCI Express x16 4.0",No Stock,"$32,429.00",https://www.cyberpuerta.mx/Computo-Hardware/Componentes/Tarjetas-de-Video/Tarjeta-de-Video-Zotac-NVIDIA-GeForce-RTX-3080-Trinity-LHR-10GB-320-BIt-GDDR6X-PCI-Express-x16-4-0.html
CyberPuerta,"Tarjeta de Video Zotac NVIDIA GeForce RTX 3080 Trinity OC, 10GB 320-bit GDDR6X, PCI Express x16 4.0",No Stock,"$42,899.00",https://www.cyberpuerta.mx/Computo-Hardware/Componentes/Tarjetas-de-Video/Tarjeta-de-Video-Zotac-NVIDIA-GeForce-RTX-3080-Trinity-OC-10GB-320-bit-GDDR6X-PCI-Express-x16-4-0.html
CyberPuerta,"Tarjeta de Video EVGA NVIDIA GeForce RTX 3080 XC3 ULTRA GAMING, 10GB 320-bit GDDR6X, PCI Express x16 4.0",No Stock,"$33,552.00",https://www.cyberpuerta.mx/Computo-Hardware/Componentes/Tarjetas-de-Video/Tarjeta-de-Video-EVGA-NVIDIA-GeForce-RTX-3080-XC3-ULTRA-GAMING-10GB-320-bit-GDDR6X-PCI-Express-x16-4-0.html
CyberPuerta,"Tarjeta de Video Zotac NVIDIA GeForce RTX 3080 Trinity Gaming, 10GB 320-bit GDDR6X, PCI Express x16 4.0  ―  ¡Compra y recibe Call of Duty: Black Ops Cold War! Un código por cliente",No Stock,"$24,999.00",https://www.cyberpuerta.mx/Computo-Hardware/Componentes/Tarjetas-de-Video/Tarjeta-de-Video-Zotac-NVIDIA-GeForce-RTX-3080-Trinity-Gaming-10GB-320-bit-GDDR6X-PCI-Express-x16-4-0.html
CyberPuerta,"Tarjeta de Video MSI NVIDIA GeForce RTX 3080 VENTUS 3X OC, 10GB 320-bit GDDR6X, PCI Express x16 4.0",No Stock,"$27,633.00",https://www.cyberpuerta.mx/Computo-Hardware/Componentes/Tarjetas-de-Video/Tarjeta-de-Video-MSI-NVIDIA-GeForce-RTX-3080-VENTUS-3X-OC-10GB-320-bit-GDDR6X-PCI-Express-x16-4-0.html
CyberPuerta,"Tarjeta de Video AORUS NVIDIA GeForce RTX 3080 MASTER 10G Gaming, 10GB 320-bit GDDR6X, PCI Express x16 4.0",No Stock,"$34,649.00",https://www.cyberpuerta.mx/Computo-Hardware/Componentes/Tarjetas-de-Video/Tarjeta-de-Video-AORUS-NVIDIA-GeForce-RTX-3080-MASTER-10G-Gaming-10GB-320-bit-GDDR6X-PCI-Express-x16-4-0.html
CyberPuerta,"Tarjeta de Video ASUS NVIDIA GeForce RTX 3080 TUF Gaming, 10GB 320-bit GDDR6X, PCI Express 4.0",No Stock,"$17,739.00",https://www.cyberpuerta.mx/Computo-Hardware/Componentes/Tarjetas-de-Video/Tarjeta-de-Video-ASUS-NVIDIA-GeForce-RTX-3080-TUF-Gaming-10GB-320-bit-GDDR6X-PCI-Express-4-0.html
CyberPuerta,"Tarjeta de Video AORUS NVIDIA GeForce RTX 3080 XTREME 10G Gaming, 10GB 320-bit GDDR6X, PCI Express x16 4.0",No Stock,"$39,999.00",https://www.cyberpuerta.mx/Computo-Hardware/Componentes/Tarjetas-de-Video/Tarjeta-de-Video-AORUS-NVIDIA-GeForce-RTX-3080-XTREME-10G-Gaming-10GB-320-bit-GDDR6X-PCI-Express-x16-4-0.html
